L1,batch_size,dec,drate,epochs,hacti,iacti,idim,kinit,lrate,ls,ltype,momen,mstruct,oacti,opti
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.003,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.004,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.005,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.006,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.007,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.008,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.009,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.01,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.011,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.012,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.013,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.014,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.015,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.016,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.017,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.018,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.019,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.02,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.021,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.022,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.023,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.024,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.025,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.026,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.027,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.028,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.029,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.03,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.031,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.032,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.033,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.034,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.035,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.036,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.037,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.038,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.039,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.04,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.041,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.042,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.043,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.044,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.045,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.046,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.047,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.048,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.049,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.05,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.051,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.052,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.053,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.054,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.055,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.056,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.057,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.058,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.059,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.06,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.061,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.062,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.063,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.064,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.065,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.066,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.067,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.068,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.069,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.07,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.071,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.072,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.073,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.074,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.075,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.076,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.077,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.078,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.079,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.08,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.081,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.082,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.083,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.084,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.085,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.086,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.087,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.088,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.089,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.09,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.091,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.092,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.093,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.094,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.095,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.096,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.097,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.098,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.099,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.1,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.101,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.102,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.103,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.104,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.105,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.106,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.107,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.108,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.109,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.11,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.111,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.112,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.113,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.114,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.115,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.116,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.117,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.118,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.119,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.12,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.121,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.122,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.123,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.124,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.125,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.126,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.127,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.128,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.129,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.13,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.131,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.132,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.133,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.134,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.135,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.136,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.137,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.138,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.139,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.14,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.141,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.142,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.143,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.144,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.145,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.146,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.147,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.148,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.149,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.15,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.151,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.152,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.153,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.154,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.155,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.156,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.157,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.158,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.159,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.16,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.161,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.162,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.163,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.164,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.165,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.166,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.167,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.168,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.169,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.17,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.171,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.172,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.173,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.174,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.175,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.176,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.177,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.178,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.179,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.18,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.181,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.182,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
0.243,1321,0.154,0.21,134,softmax,softmax,18,constant,0.183,binary_crossentropy,3,0.59,"(774, 74, 371, 221, 1)",sigmoid,Nadam
